NDC_Code,number_of_prescriptions,drug_name,average_billed_amount,median_billed_amount,average_paid_amount,average_allowed_amount,average_days_supply,average_quantity_dispensed
39248-426-75,1,UNASYN,747.46,747.46,621.39,621.39,60.0,56.0
39259-491-94,1,BUTRANS,140.57,140.57,87.32,87.32,30.0,30.0
39265-884-42,1,KIMYRSA,173.86,173.86,109.21,109.21,30.0,37.0
39271-914-22,1,OPANA ER,22.05,22.05,14.73,14.73,30.0,41.0
39401-324-63,1,BUTALB-CAFF-ACETAMINOPH-CODEIN,518.29,518.29,353.09,353.09,30.0,29.0
39417-183-17,1,IMIPENEM-CILASTATIN SODIUM,406.71,406.71,340.19,340.19,30.0,36.0
39430-949-50,1,ERYTHROMYCIN,515.52,515.52,312.34,312.34,30.0,40.0
39454-299-75,1,IMIPENEM-CILASTATIN SODIUM,800.97,800.97,757.01,757.01,60.0,53.0
39458-561-45,1,ZMAX,612.18,612.18,371.71,371.71,30.0,39.0
39460-589-15,1,CHLORPROMAZINE HCL,787.86,787.86,612.89,612.89,60.0,69.0
39511-288-80,1,ORBACTIV,172.18,172.18,156.74,156.74,30.0,37.0
39518-978-97,1,CLINDAMYCIN PEDIATRIC,357.42,357.42,316.94,316.94,30.0,35.0
39531-964-46,1,METHADOSE,379.07,379.07,351.79,351.79,30.0,30.0
39552-195-19,1,MACRODANTIN,1163.81,1163.81,778.38,778.38,60.0,63.0
39597-827-49,1,CEFIXIME,271.71,271.71,189.35,189.35,30.0,29.0
39646-135-21,1,ACETAMINOPH-CAFF-DIHYDROCODEIN,520.47,520.47,379.75,379.75,30.0,35.0
39652-815-70,1,XODOL 10-300,313.21,313.21,261.05,261.05,30.0,37.0
39652-872-97,1,CEFTRIAXONE,142.39,142.39,132.42,132.42,30.0,41.0
39680-781-86,1,SYNALGOS-DC,168.24,168.24,124.09,124.09,90.0,97.0
39739-574-11,1,AEMCOLO,1037.72,1037.72,662.87,662.87,90.0,111.0
39743-678-95,1,ORBACTIV,483.47,483.47,410.16,410.16,30.0,38.0
39743-735-83,1,SYNALGOS-DC,87037.8080402762,87037.8080402762,610.55,610.55,60.0,67.0
39750-323-74,1,AVELOX ABC PACK,170.58,170.58,134.74,134.74,60.0,82.0
39751-109-84,1,MEPERIDINE HCL,178.3,178.3,125.78,125.78,30.0,29.0
39819-836-97,1,PERPHENAZINE,1356.93,1356.93,1204.82,1204.82,60.0,82.0
39888-134-15,1,AMOX TR-POTASSIUM CLAVULANATE,453.58,453.58,360.1,360.1,30.0,30.0
39910-356-29,1,VIBRAMYCIN,737.92,737.92,521.32,521.32,30.0,37.0
39952-983-65,1,SEGLENTIS,180.06,180.06,147.44,147.44,90.0,105.0
40122-448-48,1,LEVOFLOXACIN-D5W,1247.4,1247.4,777.37,777.37,60.0,80.0
40143-444-16,1,ROXYBOND,565.02,565.02,385.04,385.04,30.0,28.0
40151-601-19,1,AZITHROMYCIN,129.64,129.64,83.42,83.42,30.0,45.0
40164-618-12,1,NITROFURANTOIN MONO-MACRO,620.25,620.25,502.47,502.47,30.0,38.0
40169-202-87,1,LORTAB,214.2,214.2,188.94,188.94,30.0,25.0
40200-621-20,2,CIPROFLOXACIN,1583.48,1583.48,1052.72,1052.72,90.0,75.0
40248-291-51,1,CEFPODOXIME PROXETIL,1198.39,1198.39,1063.89,1063.89,60.0,63.0
40312-341-93,1,DICLOXACILLIN SODIUM,516.5,516.5,473.77,473.77,30.0,43.0
40352-972-60,1,INVANZ,649.49,649.49,493.35,493.35,30.0,33.0
40366-755-95,1,BUTORPHANOL TARTRATE,1468.54,1468.54,1182.79,1182.79,90.0,132.0
40382-134-77,1,TINDAMAX,981.81,981.81,825.28,825.28,60.0,57.0
40417-769-59,1,PERPHENAZINE,2356.71,2356.71,1922.84,1922.84,90.0,107.0
40462-725-59,1,AMPICILLIN-SULBACTAM,377.44,377.44,273.65,273.65,30.0,42.0
40507-522-98,1,FORTAZ,645.74,645.74,575.42,575.42,30.0,39.0
40574-848-84,1,ABILIFY DISCMELT,729.56,729.56,551.33,551.33,60.0,81.0
40611-463-88,1,PRIMSOL,289.49,289.49,212.6,212.6,60.0,67.0
40616-424-20,1,FLAGYL ER,798.22,798.22,721.65,721.65,30.0,42.0
40629-879-59,1,DORIBAX,344.5,344.5,293.41,293.41,90.0,80.0
40646-469-29,1,SEGLENTIS,1197.21,1197.21,1120.9,1120.9,60.0,70.0
40646-922-10,1,TIGECYCLINE,1725.82,1725.82,1283.18,1283.18,60.0,79.0
40700-503-86,1,BICILLIN C-R,376.12,376.12,342.12,342.12,30.0,30.0
40700-673-61,1,SUPRAX,1159.88,1159.88,992.01,992.01,60.0,87.0
40713-704-90,1,CIPROFLOXACIN ER,280.78,280.78,442.19,174.47,30.0,26.0
40733-424-77,1,ZINACEF,732.08,732.08,673.63,673.63,60.0,68.0
40765-639-34,1,DIFICID,281.45,281.45,221.28,221.28,60.0,73.0
40765-980-81,1,HYDROCODONE-ACETAMINOPHEN,420.03,420.03,276.05,276.05,60.0,54.0
40810-396-53,1,BAXDELA,1519.69,1519.69,1358.85,1358.85,90.0,91.0
40847-540-78,1,SIVEXTRO,204.27,204.27,153.9,153.9,30.0,38.0
40995-292-11,1,CEFOTETAN & DEXTROSE,261.18,261.18,185.82,185.82,90.0,84.0
41026-657-21,1,TRAMADOL HCL,831.02,831.02,637.44,637.44,30.0,40.0
41086-220-87,1,BUTALB-ACETAMINOPH-CAFF-CODEIN,163.19,163.19,136.03,136.03,30.0,40.0
41104-293-40,1,CEFOTETAN & DEXTROSE,415.74,415.74,368.38,368.38,30.0,35.0
41155-564-40,1,DAPTOMYCIN-0.9% NACL,1508.34,1508.34,1202.35,1202.35,90.0,82.0
41184-246-84,1,HALDOL,1747.66,1747.66,1143.63,1143.63,60.0,87.0
41205-715-28,1,HYDROCODONE BITARTRATE ER,921.96,921.96,679.74,679.74,30.0,40.0
41220-244-16,1,CEFTAZIDIME,433.25,433.25,327.92,327.92,30.0,27.0
41323-756-34,1,TETRACYCLINE HCL,1506.5,1506.5,1046.2,1046.2,60.0,64.0
41336-360-95,1,UNASYN,180.58,180.58,121.17,121.17,30.0,32.0
41409-964-97,1,ACETAMINOPHEN-CODEINE,57.78,57.78,52.77,52.77,60.0,64.0
41441-171-69,1,SAPHRIS,361.94,361.94,239.83,239.83,30.0,25.0
41443-645-51,1,ZOLVIT,1384.33,1384.33,1062.66,1062.66,60.0,88.0
41459-716-14,1,ABILIFY MYCITE,89.02,89.02,76.29,76.29,30.0,36.0
41469-685-29,1,CLARITHROMYCIN ER,419.09,419.09,365.97,365.97,30.0,25.0
41494-910-57,1,DORIBAX,355.32,355.32,333.04,333.04,30.0,30.0
41506-266-81,1,RISPERDAL M-TAB,2028.56,2028.56,1471.45,1471.45,90.0,130.0
41510-295-32,1,AMOXICILLIN-CLAVULANATE POTASS,323.45,323.45,232.74,232.74,30.0,29.0
41523-223-27,2,CARISOPRODOL COMPOUND-CODEINE,901.29,901.29,751.37,751.37,30.0,44.0
41549-258-62,1,LEVAQUIN,947.74,947.74,595.8,595.8,60.0,76.0
41552-637-53,1,INVANZ,149.02,149.02,141.12,141.12,30.0,30.0
41600-974-62,1,SULFATRIM,2127.66,2127.66,1646.42,1646.42,90.0,117.0
41740-362-21,1,ROXICET,83.73,83.73,60.14,60.14,30.0,28.0
41741-426-43,1,STAGESIC,458.23,458.23,380.4,380.4,60.0,59.0
41757-469-17,1,PROLATE,827.58,827.58,754.42,754.42,90.0,87.0
41759-654-36,1,HYDROMORPHONE HCL,585.79,585.79,544.71,544.71,30.0,40.0
41777-580-53,1,DOLOPHINE HCL,117.83,117.83,88.28,88.28,30.0,39.0
41820-718-57,1,ZITHROMAX,888.2,888.2,593.01,593.01,30.0,42.0
41835-121-20,1,OLANZAPINE ODT,1581.51,1581.51,1108.38,1108.38,60.0,86.0
41876-789-39,1,HALOPERIDOL DECANOATE 100,546.52,546.52,516.91,516.91,60.0,50.0
41950-691-73,1,OXYMORPHONE HCL ER,958.19,958.19,652.66,652.66,60.0,82.0
42031-191-50,1,VANCOMYCIN HCL,346.13,346.13,285.13,285.13,60.0,67.0
42112-281-33,1,CLINDAMYCIN PALMITATE HCL,1940.99,1940.99,1185.21,1185.21,90.0,116.0
42119-140-44,1,MACROBID,1097.36,1097.36,1035.76,1035.76,60.0,82.0
42167-255-63,1,CIPRO,845.14,845.14,580.29,580.29,30.0,38.0
42209-699-68,1,XIFAXAN,179.06,179.06,156.9,156.9,90.0,116.0
42380-594-67,1,VANCOMYCIN HCL-D5W,658.63,658.63,527.24,527.24,30.0,32.0
42386-629-35,1,CLINDAMYCIN PEDIATRIC,855.23,855.23,672.8,672.8,30.0,42.0
42403-203-19,1,AVELOX IV,1053.57,1053.57,848.51,848.51,60.0,51.0
42435-954-31,1,ARIKAYCE,317.51,317.51,199.95,199.95,30.0,33.0
42450-828-81,1,VANCOMYCIN,1155.38,1155.38,699.69,699.69,60.0,49.0
42477-456-18,1,PENTAZOCINE-ACETAMINOPHEN,759.94,759.94,656.52,656.52,30.0,31.0
42557-849-38,1,CEFOTAN,96.54,96.54,71.15,71.15,30.0,39.0
42559-407-87,1,AUGMENTIN,603.41,603.41,524.23,524.23,30.0,34.0
42564-761-48,1,FAZACLO,322.86,322.86,198.32,198.32,30.0,25.0
42572-317-74,1,PERSERIS,616.75,616.75,433.7,433.7,30.0,33.0
42583-487-70,1,NUCYNTA ER,264.04,264.04,169.3,169.3,90.0,92.0
42597-714-42,1,AMOXICILLIN-CLAVULANATE POT ER,2148.01,2148.01,1309.21,1309.21,90.0,99.0
42697-516-36,1,TETRACYCLINE HCL,2566.56,2566.56,1628.42,1628.42,90.0,131.0
42732-527-71,1,CEFDITOREN PIVOXIL,284.0,284.0,215.16,215.16,60.0,58.0
42789-811-36,1,AMIKACIN SULFATE,530.68,530.68,421.11,421.11,30.0,25.0
42805-958-15,1,LORTAB,660.69,660.69,435.79,435.79,30.0,27.0
42824-134-55,1,NITROFURANTOIN MONO-MACRO,18.11,18.11,12.15,12.15,60.0,57.0
42920-101-79,1,ULTRAM ER,1041.03,1041.03,865.34,865.34,60.0,53.0
42950-959-32,1,QUETIAPINE FUMARATE ER,1065.84,1065.84,760.56,760.56,60.0,80.0
42971-534-54,1,BIAXIN XL,909.92,909.92,737.17,737.17,30.0,44.0
43032-729-78,1,KEFLEX,2272.39,2272.39,1966.63,1966.63,90.0,119.0
43044-299-58,1,TYLENOL-CODEINE NO.3,624.67,624.67,518.64,518.64,30.0,27.0
43054-415-97,1,HYDROMORPHONE HCL,593.98,593.98,879.52,423.22,30.0,27.0
43061-511-35,1,PERCOCET,75.03,75.03,63.62,63.62,60.0,49.0
43063-273-94,1,HALDOL,344.71,344.71,228.25,228.25,30.0,26.0
43174-736-62,1,OLANZAPINE-FLUOXETINE HCL,540.03,540.03,351.02,351.02,90.0,116.0
43177-185-18,1,ABILIFY MAINTENA,376.29,376.29,315.18,315.18,30.0,43.0
43181-104-63,1,ENDODAN,597.19,597.19,453.63,453.63,30.0,27.0
43191-411-74,1,CLOZAPINE ODT,762.4,762.4,602.5,602.5,30.0,32.0
43192-706-46,1,VIBRAMYCIN,649.62,649.62,432.76,432.76,30.0,30.0
43237-937-23,1,AMPICILLIN-SULBACTAM,449.43,449.43,391.07,391.07,30.0,24.0
43284-406-21,1,OXECTA,1179.7,1179.7,716.68,716.68,60.0,88.0
43292-224-11,1,ACETAMINOPHEN-CODEINE,53.56,53.56,32.46,32.46,30.0,26.0
43307-650-54,1,BUTALB-CAFF-ACETAMINOPH-CODEIN,1623.46,1623.46,1191.99,1191.99,60.0,74.0
43322-918-75,1,AEMCOLO,1766.38,1766.38,1542.63,1542.63,90.0,94.0
43377-142-94,1,ZYVOX,427.46,427.46,344.25,344.25,30.0,31.0
43382-692-56,1,ZOSYN,442.42,442.42,406.5,406.5,30.0,44.0
43392-446-97,1,LINEZOLID-0.9% NACL,862.49,862.49,607.8,607.8,30.0,42.0
43454-575-56,1,LORCET HD,773.21,773.21,509.73,509.73,30.0,34.0
43487-326-84,1,AMPICILLIN SODIUM,400.9,400.9,326.19,326.19,60.0,80.0
43528-422-58,1,CLAFORAN,793.13,793.13,600.52,600.52,60.0,88.0
43534-691-63,1,ERYTHROMYCIN,960.63,960.63,656.51,656.51,90.0,92.0
43566-144-87,1,MORGIDOX,1561.57,1561.57,1117.23,1117.23,60.0,88.0
43606-472-49,1,TREZIX,3097.39,3097.39,2862.26,2862.26,90.0,131.0
43632-213-18,1,DURAGESIC,148.34,148.34,119.7,119.7,30.0,27.0
43643-480-33,1,ZITHROMAX,92.95,92.95,64.45,64.45,30.0,41.0
43684-444-98,1,CLINDAMYCIN HCL,441.19,441.19,360.6,360.6,30.0,36.0
43741-472-30,1,PIPERACILLIN-TAZOBACTAM,257.13,257.13,162.39,162.39,30.0,31.0
43773-186-63,1,CIPRO I.V.,458.68,458.68,367.34,367.34,60.0,86.0
43807-497-56,1,ERYTHROMYCIN,150.58,150.58,136.88,136.88,60.0,51.0
43813-171-90,1,OPANA ER,1524.86,1524.86,1387.83,1387.83,60.0,89.0
43860-671-93,1,BELLADONNA-OPIUM,1324.55,1324.55,1111.55,1111.55,90.0,90.0
43864-940-65,1,OXYCODONE CONCENTRATE,729.6,729.6,649.67,649.67,30.0,32.0
43875-673-66,1,SOLOSEC,1101.36,1101.36,727.75,727.75,60.0,86.0
43911-743-61,1,CARISOPRODOL-ASPIRIN-CODEINE,276.35,276.35,168.59,168.59,30.0,43.0
43935-559-61,1,RYBIX ODT,256.65,256.65,193.28,193.28,30.0,37.0
43957-872-95,1,AZACTAM,277.5,277.5,686.01,243.91,30.0,37.0
43998-444-61,1,SEROQUEL,958.47,958.47,659.75,659.75,30.0,40.0
44042-922-55,1,DOXYCYCLINE MONOHYDRATE,261.43,261.43,217.16,217.16,30.0,35.0
44069-603-70,1,TRAMADOL HCL-ACETAMINOPHEN,1878.53,1878.53,1561.51,1561.51,60.0,83.0
44207-777-49,1,BUTRANS,174.57,174.57,104.79,104.79,60.0,79.0
44238-815-18,1,CEFAZOLIN SODIUM-DEXTROSE,19.07,19.07,12.76,12.76,60.0,60.0
44269-717-26,1,NAFCILLIN,913.46,913.46,796.8,796.8,60.0,60.0
44272-547-96,1,BICILLIN L-A,557.48,557.48,416.5,416.5,60.0,86.0
44284-564-23,1,UNASYN,739.96,739.96,593.5,593.5,30.0,35.0
44322-787-69,1,RISPERIDONE ODT,1807.65,1807.65,1314.05,1314.05,60.0,78.0
44350-811-57,1,FIRVANQ,650.3,650.3,571.37,571.37,90.0,105.0
44362-619-33,1,AVELOX ABC PACK,311.91,311.91,221.73,221.73,30.0,44.0
44411-232-60,1,TAZICEF,342.65,342.65,255.39,255.39,30.0,38.0
44446-669-94,1,FETROJA,453.82,453.82,333.97,333.97,30.0,40.0
44470-212-28,1,FORTAZ IN ISO-OSMOTIC DEXTROSE,120.19,120.19,79.66,79.66,90.0,108.0
44570-561-48,1,KETEK,365.12,365.12,240.7,240.7,30.0,28.0
44599-849-53,1,XTAMPZA ER,414.91,414.91,328.15,328.15,30.0,36.0
44607-346-45,1,CEFDINIR,655.89,655.89,476.08,476.08,90.0,96.0
44627-416-56,1,ARISTADA INITIO,129.79,129.79,113.43,113.43,30.0,29.0
44685-531-63,1,METHADONE INTENSOL,250.96,250.96,219.74,219.74,30.0,35.0
44692-664-46,1,LORCET HD,528.44,528.44,324.64,324.64,30.0,38.0
44702-590-27,1,CEFPROZIL,875.2,875.2,563.84,563.84,90.0,87.0
44707-192-13,1,IBUDONE,423.93,423.93,377.52,377.52,30.0,38.0
44761-660-33,1,PROLATE,1336.42,1336.42,817.08,817.08,60.0,74.0
44774-323-58,1,CEFACLOR ER,68.22,68.22,56.58,56.58,30.0,28.0
44781-947-82,1,PERPHENAZINE,747.48,747.48,591.99,591.99,30.0,37.0
44815-416-91,1,VICOPROFEN,761.15,761.15,698.03,698.03,60.0,82.0
44897-230-76,1,METRO IV,648.21,648.21,541.49,541.49,30.0,36.0
44951-739-78,1,HYCET,461.91,461.91,367.76,367.76,30.0,34.0
45018-764-11,1,LEVAQUIN,354.12,354.12,290.35,290.35,60.0,76.0
45044-984-17,1,PERSERIS,1669.62,1669.62,1556.13,1556.13,90.0,75.0
45125-748-68,1,HALOPERIDOL DECANOATE,196.01,196.01,172.27,172.27,30.0,38.0
45130-172-17,1,AMPICILLIN-SULBACTAM,710.79,710.79,593.22,593.22,30.0,40.0
45134-916-69,1,VANCOMYCIN,1370.66,1370.66,1277.77,1277.77,60.0,63.0
45136-109-66,1,LORCET HD,842.93,842.93,744.73,744.73,30.0,41.0
45144-739-14,1,CEFADROXIL,441.81,441.81,285.62,285.62,30.0,28.0
45233-532-96,1,ZYPREXA ZYDIS,320.23,320.23,285.3,285.3,30.0,25.0
45255-630-98,1,MACROBID,1520.16,1520.16,1257.3,1257.3,60.0,66.0
45270-741-79,1,ERYTHROCIN STEARATE,1467.73,1467.73,1356.8,1356.8,60.0,61.0
45280-749-16,1,VICOPROFEN,463.12,463.12,438.17,438.17,30.0,44.0
45312-949-43,1,TYGACIL,581.51,581.51,497.77,497.77,30.0,40.0
45334-835-23,1,PENICILLIN G PROCAINE,627.8,627.8,417.93,417.93,30.0,27.0
45336-454-93,1,ZIPRASIDONE MESYLATE,47.89,47.89,38.84,38.84,30.0,30.0
45355-508-62,1,LINEZOLID-0.9% NACL,508.37,508.37,311.69,311.69,30.0,25.0
45355-743-90,1,ERYPED 400,264.64,264.64,159.47,159.47,30.0,28.0
45414-689-70,1,NAFCILLIN SODIUM,410.78,410.78,348.54,348.54,30.0,27.0
45416-151-44,1,SEGLENTIS,261.7,261.7,161.14,161.14,30.0,27.0
45429-186-66,1,CEFIXIME,82.64,82.64,69.44,69.44,30.0,41.0
45481-707-54,1,HYDROCODONE BITARTRATE ER,1830.94,1830.94,1346.66,1346.66,60.0,82.0
45576-189-54,1,AVELOX IV,752.35,752.35,589.89,589.89,60.0,64.0
45698-272-68,1,ERYTHROMYCIN-SULFISOXAZOLE,1027.66,1027.66,876.79,876.79,60.0,56.0
45718-138-64,1,HALOPERIDOL,601.62,601.62,551.72,551.72,30.0,33.0
45733-174-25,1,PRIMAXIN,515.62,515.62,351.97,351.97,30.0,29.0
45806-920-40,1,VANCOMYCIN HCL,218.15,218.15,177.74,177.74,30.0,28.0
45820-240-43,1,BIAXIN,428.12,428.12,302.74,302.74,30.0,27.0
45928-388-75,1,METHADONE HCL,709.15,709.15,518.86,518.86,30.0,36.0
46042-766-88,1,NAFCILLIN,194.62,194.62,138.45,138.45,30.0,32.0
46052-919-62,1,HYSINGLA ER,705.09,705.09,659.62,659.62,30.0,37.0
46117-592-75,1,HALOPERIDOL LACTATE,104.39,104.39,93.08,93.08,30.0,30.0
46121-842-97,1,HYDROCODONE BITARTRATE ER,1187.11,1187.11,1058.22,1058.22,60.0,61.0
46151-583-54,1,ERYTHROCIN STEARATE,218.58,218.58,153.03,153.03,60.0,71.0
46207-688-87,1,BUTALB-ACETAMINOPH-CAFF-CODEIN,621.44,621.44,518.46,518.46,30.0,42.0
46232-240-50,1,LINCOMYCIN HCL,1347.34,1347.34,1234.17,1234.17,90.0,123.0
46243-810-21,1,GEODON,794.07,794.07,580.24,580.24,90.0,87.0
46263-290-34,1,NOROXIN,426.88,426.88,392.66,392.66,30.0,38.0
46274-979-96,1,CUBICIN,724.52,724.52,473.94,473.94,30.0,43.0
46311-808-58,1,ARIPIPRAZOLE ODT,1287.33,1287.33,1118.45,1118.45,60.0,85.0
46316-241-28,1,LINEZOLID-0.9% NACL,92.64,92.64,84.7,84.7,60.0,52.0
46373-412-38,1,OXYCODONE-ACETAMINOPHEN,251.21,251.21,222.91,222.91,30.0,33.0
46404-753-37,1,RECARBRIO,808.17,808.17,757.65,757.65,30.0,40.0
46438-230-97,1,ARISTADA,642.47,642.47,441.78,441.78,30.0,38.0
46438-656-62,1,PIMOZIDE,1410.81,1410.81,1150.39,1150.39,60.0,60.0
46446-275-11,1,ASPIRIN-CAFFEINE-DIHYDROCODEIN,164.88,164.88,121.37,121.37,30.0,39.0
46449-224-74,1,VANCOMYCIN HCL-D5W,2725.14,2725.14,1656.35,1656.35,90.0,134.0
46465-570-88,1,FORTAZ IN ISO-OSMOTIC DEXTROSE,250.92,250.92,176.78,176.78,30.0,36.0
46477-499-76,1,FLUPHENAZINE HCL,346.19,346.19,259.89,259.89,30.0,44.0
46480-945-22,1,VICOPROFEN,56.07,56.07,41.44,41.44,30.0,31.0
46546-839-57,1,FURADANTIN,814.5,814.5,761.32,761.32,30.0,37.0
46549-139-52,1,TAZICEF,687.52,687.52,554.44,554.44,60.0,89.0
46664-717-62,1,ULTRACET,352.52,352.52,330.27,330.27,60.0,53.0
46683-731-92,1,CEFTIBUTEN,937.85,937.85,679.05,679.05,30.0,42.0
46699-223-92,1,METHADONE HCL,416.32,416.32,329.0,329.0,30.0,34.0
46752-639-57,1,PERPHENAZINE,398.75,398.75,312.47,312.47,30.0,43.0
46755-101-74,1,DIFICID,638.39,638.39,557.38,557.38,30.0,29.0
46774-259-62,1,CLARITHROMYCIN,291.07,291.07,206.88,206.88,30.0,37.0
46795-304-28,1,LORCET PLUS,615.39,615.39,509.91,509.91,30.0,27.0
46795-823-65,1,AVYCAZ,181.08,181.08,163.68,163.68,30.0,25.0
46816-822-19,1,CEFDITOREN PIVOXIL,859.84,859.84,790.73,790.73,30.0,42.0
46826-241-67,1,MAXIPIME,132.81,132.81,123.71,123.71,30.0,27.0
46870-487-57,1,CLEOCIN HCL,47.02,47.02,40.47,40.47,30.0,26.0
46872-217-23,1,CEFTRIAXONE,974.91,974.91,613.43,613.43,60.0,68.0
46890-342-48,1,MORGIDOX,513.55,513.55,445.04,445.04,30.0,41.0
46894-205-23,1,GENTAMICIN SULFATE,1687.69,1687.69,1417.29,1417.29,90.0,75.0
46905-784-49,1,PENICILLIN G SODIUM,305.98,305.98,257.3,257.3,30.0,28.0
46934-667-77,1,VANCOMYCIN,895.94,895.94,826.11,826.11,60.0,87.0
46953-156-69,1,OLANZAPINE,1988.13,1988.13,1667.26,1667.26,90.0,133.0
46971-453-55,1,COBENFY,1063.65,1063.65,688.78,688.78,90.0,76.0
46977-422-16,1,ERTAPENEM,55.72,55.72,51.15,51.15,30.0,27.0
46995-191-70,1,CEFTAZIDIME,103.72,103.72,73.45,73.45,90.0,111.0
46996-413-29,1,FLAGYL ER,2142.23,2142.23,1387.71,1387.71,90.0,87.0
47037-728-45,1,CEFOTAN,33.69,33.69,30.98,30.98,30.0,34.0
47093-254-33,1,DOXYCYCLINE MONOHYDRATE,84.59,84.59,76.61,76.61,60.0,74.0
47162-655-82,2,HYDROMORPHONE HCL,732.98,732.98,463.18,463.18,60.0,67.0
47166-349-45,1,BICILLIN C-R,1873.12,1873.12,1533.28,1533.28,90.0,97.0
47185-709-86,1,DICLOXACILLIN SODIUM,571.67,571.67,467.55,467.55,60.0,71.0
47197-692-12,1,SYMBYAX,254.12,254.12,187.08,187.08,30.0,37.0
47220-289-61,1,OFLOXACIN,657.29,657.29,484.84,484.84,30.0,38.0
47251-355-19,1,CEFTAZIDIME,219.66,219.66,189.07,189.07,30.0,35.0
47259-506-58,1,PENICILLIN G SODIUM,195.0,195.0,145.74,145.74,30.0,31.0
47314-671-53,1,TOBRAMYCIN SULFATE IN NS,1811.12,1811.12,1559.79,1559.79,90.0,109.0
47349-354-71,1,OXYCODONE HCL-IBUPROFEN,677.86,677.86,432.63,432.63,30.0,36.0
47358-927-30,1,THIORIDAZINE HCL,321.76,321.76,209.52,209.52,30.0,30.0
47417-363-57,1,SYNERCID,439.08,439.08,365.71,365.71,60.0,60.0
47459-784-66,1,OFLOXACIN,790.63,790.63,643.15,643.15,30.0,43.0
47462-871-79,1,BIAXIN XL,78.06,78.06,62.47,62.47,60.0,70.0
47583-309-16,1,RISPERIDONE ER,2022.94,2022.94,1806.29,1806.29,90.0,103.0
47584-643-53,1,IBUDONE,133.52,133.52,86.41,86.41,30.0,26.0
47594-231-75,1,CEFACLOR,1338.01,1338.01,1038.58,1038.58,90.0,90.0
47610-843-72,1,MS CONTIN,629.67,629.67,475.01,475.01,30.0,27.0
47676-218-62,1,TIGECYCLINE,1054.9,1054.9,808.62,808.62,30.0,43.0
47694-692-23,1,PIMOZIDE,807.59,807.59,520.2,520.2,60.0,69.0
47747-924-91,1,QUETIAPINE FUMARATE,1693.26,1693.26,1416.26,1416.26,90.0,94.0
47793-350-66,1,XERAVA,1319.46,1319.46,1243.87,1243.87,90.0,94.0
47809-438-89,1,DOLOPHINE HCL,540.99,540.99,434.06,434.06,30.0,26.0
47822-736-76,1,BELLADONNA-OPIUM,216.08,216.08,141.38,141.38,60.0,61.0
47855-240-34,1,LEVORPHANOL TARTRATE,153.13,153.13,123.13,123.13,30.0,38.0
47902-713-46,1,DOXY 100,127.95,127.95,79.78,79.78,30.0,28.0
48007-421-47,1,GEODON,537.12,537.12,457.07,457.07,30.0,35.0
48053-393-80,1,CLINDAMYCIN PHOSPHATE-D5W,32973.0305842829,32973.0305842829,254.15,254.15,30.0,26.0
48064-875-61,1,ZOSYN,458.45,458.45,397.42,397.42,30.0,26.0
48065-919-21,1,NUCYNTA,739.55,739.55,539.06,539.06,30.0,44.0
48073-889-53,1,EXALGO,307.45,307.45,245.9,245.9,30.0,38.0
48136-365-62,1,OPANA,855.23,855.23,800.77,800.77,60.0,84.0
48152-531-92,1,DORIPENEM,375.8,375.8,256.09,256.09,30.0,31.0
48162-998-56,1,AZITHROMYCIN,408.54,408.54,265.09,265.09,30.0,44.0
48290-525-58,1,AUGMENTIN XR,638.39,638.39,568.0,568.0,30.0,40.0
48341-417-98,1,ACETAMINOPHEN-CODEINE,2636.72,2636.72,1957.51,1957.51,90.0,133.0
48407-169-41,1,CAYSTON,633.15,633.15,416.26,416.26,30.0,39.0
48498-237-45,1,MOXIFLOXACIN HCL,67.01,67.01,53.84,53.84,30.0,35.0
48510-418-47,1,NOROXIN,250.37,250.37,205.42,205.42,60.0,83.0
48540-649-74,1,BUTALBITAL COMPOUND-CODEINE,1078.77,1078.77,842.12,842.12,60.0,59.0
48553-359-52,1,DAPTOMYCIN-0.9% NACL,41.44,41.44,29.56,29.56,30.0,25.0
48557-370-78,1,TREZIX,2266.95,2266.95,1366.83,1366.83,90.0,113.0
48611-650-98,1,SOLODYN,2286.24,2286.24,1610.05,1610.05,90.0,131.0
48632-869-77,1,SYMBYAX,810.0,810.0,488.32,488.32,90.0,109.0
48683-162-92,1,DORIPENEM,508.43,508.43,338.33,338.33,30.0,41.0
48696-536-14,1,CUBICIN,315.32,315.32,232.27,232.27,30.0,28.0
48701-475-25,1,HALOPERIDOL LACTATE,855.86,855.86,732.6,732.6,30.0,39.0
48709-164-30,1,ERYTHROCIN STEARATE,2795.33,2795.33,2590.56,2590.56,90.0,116.0
48716-711-18,1,CARISOPRODOL COMPOUND-CODEINE,999.28,999.28,915.42,915.42,60.0,70.0
48745-798-41,1,UNASYN,552.7,552.7,521.7,521.7,30.0,37.0
48749-233-61,1,CEFOXITIN,1318.04,1318.04,810.68,810.68,60.0,71.0
48778-311-62,1,CLARITHROMYCIN,417.87,417.87,364.04,364.04,30.0,35.0
48821-847-76,1,SUBSYS,1575.01,1575.01,1439.19,1439.19,60.0,74.0
48846-281-26,1,VICOPROFEN,718.77,718.77,578.21,578.21,30.0,36.0
48868-506-38,1,BELBUCA,876.04,876.04,567.6,567.6,90.0,95.0
48888-544-97,1,MINOLIRA ER,1335.31,1335.31,1184.84,1184.84,90.0,114.0
48926-337-37,1,TINDAMAX,1505.88,1505.88,1205.9,1205.9,60.0,83.0
